,registration_date,years_of_study,family_size,loan_amount,total_career_years,birth_date,contract_type,is_male,province,zip_code,user_id,age,group,history_type,monthly_expense
4704,2012-04-05,1.0,0.0,153996,1.0,1991-09-02,E,1.0,J,205001,973772,21.0,A,A,10000.0
4705,2012-05-05,,1.0,146619,,1983-02-12,E,1.0,J,205001,975057,29.0,B,C,12000.0
4706,2012-05-05,,1.0,163872,,1991-01-19,C,1.0,J,205813,975060,21.0,B,C,13000.0
4707,2012-07-05,5.0,2.0,155382,5.0,1977-04-06,B,1.0,J,205901,977290,35.0,B,C,15000.0
4708,2012-07-05,,0.0,129096,,1987-04-06,C,1.0,J,205207,977292,25.0,A,A,15000.0
4709,2012-07-05,,1.0,158625,,1980-10-01,C,1.0,J,205004,978064,32.0,B,B,13000.0
4710,2012-11-05,,0.0,139491,,1985-01-01,C,1.0,J,205001,982717,27.0,B,C,15000.0
4711,2012-12-05,,0.0,152187,,1983-10-10,E,1.0,J,205023,984666,29.0,B,C,20000.0
4712,2012-05-13,,1.0,167931,,1976-04-20,E,1.0,J,205001,986684,36.0,B,C,15000.0
4713,2012-05-13,,1.0,152187,,1967-04-11,C,1.0,J,205001,986687,45.0,B,A,15000.0
4714,2012-05-13,21.0,1.0,158445,21.0,1967-02-10,A,1.0,J,205001,987067,45.0,B,D,37606.0
4715,2012-05-14,5.0,1.0,155244,7.0,1983-06-06,B,1.0,J,205801,988764,29.0,B,A,12000.0
4716,2012-05-17,,1.0,153996,,1981-07-25,C,1.0,J,205001,991903,30.0,B,C,15000.0
4717,2012-05-17,,1.0,129096,,1973-08-14,E,1.0,J,205001,991906,39.0,B,B,15000.0
4718,2012-05-18,,4.0,165192,,1969-01-01,C,1.0,J,205001,993192,43.0,B,C,15000.0
4719,2012-05-18,,1.0,165192,,2062-01-12,C,1.0,J,205001,993260,50.0,B,C,20000.0
4720,2012-05-20,,2.0,147858,,2049-11-01,C,1.0,J,205022,997661,63.0,B,C,15000.0
4721,2012-05-20,2.0,0.0,167454,2.0,1992-01-10,E,1.0,J,205001,997730,20.0,A,C,11000.0
4722,2012-05-21,,3.0,165399,,1967-01-01,C,1.0,J,205001,1000162,45.0,B,C,15000.0
4723,2012-05-24,,0.0,158445,,1979-10-10,C,1.0,J,205001,1003833,33.0,B,C,15000.0
4724,2012-05-24,,0.0,167931,,2060-01-01,C,1.0,J,205001,1003841,52.0,B,C,18000.0
4725,2012-05-25,,4.0,138057,,1980-06-02,C,1.0,J,205001,1005371,31.0,B,C,15000.0
4726,2012-05-27,,0.0,143730,,1981-05-01,C,1.0,J,205001,1006495,31.0,B,B,12000.0
4727,2012-05-27,,0.0,165399,,1979-12-10,C,1.0,J,205801,1006507,32.0,B,B,12000.0
4728,2012-05-27,,3.0,143730,,1978-01-06,C,1.0,J,205001,1008105,34.0,B,C,15000.0
4729,2012-05-28,,0.0,199014,,1974-01-17,E,1.0,J,205801,1010083,38.0,B,C,25000.0
4730,2012-05-28,,1.0,139638,,1988-06-11,D,1.0,J,205005,1010098,24.0,B,A,12000.0
4731,2012-05-28,,3.0,165399,,1969-04-06,C,1.0,J,205001,1010281,43.0,B,C,15000.0
4732,2012-05-28,,1.0,158625,,1973-10-20,C,1.0,J,205005,1011056,39.0,B,C,25000.0
4733,2012-05-28,,0.0,165192,,1989-02-12,C,1.0,J,205001,1011085,23.0,B,C,15000.0
4734,2012-05-28,20.0,2.0,165399,20.0,2058-10-18,A,1.0,J,205001,1011758,53.0,B,C,20000.0
4735,2012-05-30,,0.0,163458,,1966-01-01,C,0.0,J,205001,1013047,46.0,B,A,12000.0
4736,2012-05-31,5.0,0.0,151545,5.0,1991-03-16,D,1.0,J,205005,1015571,21.0,A,B,12000.0
4737,2012-05-31,,0.0,161664,,1971-06-07,C,1.0,J,202001,1016250,41.0,B,C,25000.0
4738,2012-08-06,,4.0,145062,,1978-04-06,C,1.0,J,205024,1026215,34.0,B,C,15000.0
4739,2012-09-06,,2.0,135321,,1976-01-01,C,1.0,J,205001,1027443,36.0,B,C,15000.0
4740,2012-09-06,,0.0,128628,,1983-10-10,C,1.0,J,205812,1027794,29.0,B,B,15000.0
4741,2012-09-06,,3.0,134574,,1968-04-06,C,0.0,J,205001,1027803,44.0,B,C,15000.0
4742,2012-09-06,,0.0,129096,,1991-02-25,C,1.0,J,205001,1027804,21.0,A,C,15000.0
4743,2012-09-06,,1.0,145905,,1991-01-01,C,1.0,J,205001,1027808,21.0,B,C,15000.0
4744,2012-06-13,,0.0,158625,,1993-01-20,C,1.0,J,205023,1032661,19.0,B,B,15000.0
4745,2012-06-13,,0.0,165399,,1993-06-02,C,1.0,J,205801,1032662,19.0,A,C,15000.0
4746,2012-06-14,5.0,1.0,144717,5.0,1984-01-10,E,1.0,J,205001,1034346,28.0,B,C,11800.0
4747,2012-06-14,,0.0,143730,,1984-01-12,E,1.0,J,205801,1034564,28.0,B,C,15000.0
4748,2012-06-15,,0.0,147615,,1984-04-01,E,1.0,J,205403,1035582,28.0,B,C,15000.0
4749,2012-06-16,,1.0,163905,,1983-07-01,C,1.0,J,205801,1037853,29.0,B,C,15000.0
4750,2012-06-17,,0.0,157404,,1969-06-05,C,1.0,J,205001,1038766,43.0,A,B,15000.0
4751,2012-06-17,6.0,0.0,146949,6.0,1981-04-19,B,1.0,J,205001,1038793,31.0,B,A,15000.0
4752,2012-06-17,,0.0,145905,,1993-01-01,C,1.0,J,205001,1039320,19.0,A,C,15000.0
4753,2012-06-21,,0.0,151551,,1990-01-01,C,1.0,J,205001,1045497,22.0,B,B,15000.0
4754,2012-06-22,2.0,1.0,158625,2.0,1988-03-10,E,1.0,J,205001,1046907,24.0,B,C,9500.0
4755,2012-06-22,,0.0,145905,,1989-04-06,C,1.0,J,205206,1046916,23.0,A,C,15000.0
4756,2012-06-23,,1.0,137895,,1989-05-03,C,1.0,J,205813,1047560,23.0,B,C,15000.0
4757,2012-06-23,8.0,0.0,175251,8.0,1988-05-01,B,1.0,J,205001,1047561,24.0,A,C,10000.0
4758,2012-06-23,2.0,1.0,152265,5.0,1982-10-05,E,1.0,J,205001,1047572,30.0,B,A,13500.0
4759,2012-06-23,,0.0,157980,,1988-02-01,C,1.0,J,205001,1047827,24.0,B,C,20000.0
4760,2012-06-23,,1.0,145905,,1988-06-01,C,1.0,J,205001,1048795,24.0,B,C,15000.0
4761,2012-06-23,,2.0,170601,,1981-04-06,C,1.0,J,205001,1048801,31.0,B,C,15000.0
4762,2012-06-24,,1.0,145905,,1994-02-14,C,1.0,J,205023,1049684,18.0,B,C,15000.0
4763,2012-06-24,,3.0,145905,,1983-04-06,C,1.0,J,205206,1051219,29.0,B,C,15000.0
4764,2012-06-24,,1.0,115044,,2065-04-06,C,0.0,J,205001,1051289,47.0,B,C,15000.0
4765,2012-06-24,6.0,0.0,144717,6.0,1981-01-01,C,1.0,J,205814,1052011,31.0,B,B,12000.0
4766,2012-06-24,,2.0,131820,,1967-02-23,C,1.0,J,205001,1052021,45.0,B,C,15000.0
4767,2012-06-29,,0.0,154347,,1969-01-10,C,1.0,J,205024,1058351,43.0,B,B,10000.0
4768,2012-06-29,2.0,0.0,157404,2.0,1990-07-01,C,1.0,J,205001,1059025,22.0,A,A,15000.0
4769,2012-06-30,,3.0,144717,,1966-06-01,C,1.0,J,205001,1062754,46.0,B,C,15000.0
4770,2012-06-30,,2.0,157404,,1987-01-01,C,1.0,J,205001,1062792,25.0,B,C,15000.0
4771,2012-06-30,,0.0,165192,,1967-12-02,C,1.0,J,205001,1063099,44.0,B,C,15000.0
4772,2012-02-15,,3.0,158625,,1980-07-20,C,1.0,I,109301,857422,32.0,B,A,20000.0
4773,2012-02-15,,3.0,142734,,1977-01-01,C,1.0,I,109115,857429,35.0,B,A,150000.0
4774,2012-02-15,,3.0,160557,,1983-07-19,A,1.0,I,109101,857431,29.0,B,A,20000.0
4775,2012-02-29,5.0,3.0,158625,5.0,1984-01-01,A,1.0,I,109101,881218,28.0,B,A,16500.0
4776,2012-03-19,,2.0,146610,,1989-01-01,E,1.0,I,109121,904141,23.0,B,A,20000.0
4777,2012-03-19,,3.0,146610,,1968-01-01,C,1.0,I,109301,904171,44.0,B,A,20000.0
4778,2012-12-04,2.0,0.0,135321,2.0,1988-09-25,A,1.0,I,109101,935857,24.0,A,A,20409.0
4779,2012-04-14,,3.0,165399,,1992-01-01,C,0.0,I,109101,940231,20.0,A,C,2000.0
4780,2012-04-22,1.0,0.0,155184,1.0,1987-02-10,B,1.0,I,109101,951799,25.0,A,A,9500.0
4781,2012-05-27,,3.0,161817,,2058-01-01,E,1.0,I,109111,1008255,54.0,B,A,15000.0
4782,2012-05-28,,1.0,129096,,1985-05-15,E,1.0,I,109208,1012056,27.0,B,A,15000.0
4783,2012-05-31,,2.0,113838,,1983-01-01,E,1.0,I,109101,1015497,29.0,B,A,15000.0
4784,2012-05-31,,2.0,118374,,1991-01-01,E,1.0,I,109121,1016687,21.0,A,A,15000.0
4785,2012-09-06,,2.0,135321,,1972-01-01,E,1.0,I,109101,1026679,40.0,B,A,15000.0
4786,2012-06-30,,0.0,147615,,1988-11-21,E,1.0,I,109101,1064029,24.0,A,A,15000.0
4787,2012-02-01,,2.0,142875,,1978-06-01,C,1.0,A,313112,796783,34.0,B,C,15000.0
4788,2012-02-01,,0.0,142875,,1992-07-28,E,1.0,A,313101,796787,19.0,B,C,17000.0
4789,2012-02-01,,2.0,125265,,1990-03-01,B,1.0,A,313101,796789,22.0,A,C,14000.0
4790,2012-04-01,,2.0,109941,,1976-06-01,C,1.0,A,312103,797419,35.0,B,C,16000.0
4791,2012-04-01,,2.0,148014,,1969-06-01,E,1.0,A,313101,797461,43.0,B,C,15000.0
4792,2012-04-01,,2.0,146895,,1982-07-14,C,1.0,A,313101,797464,29.0,B,C,14000.0
4793,2012-04-01,,2.0,167400,,2055-01-01,C,1.0,A,313306,797477,57.0,B,C,16000.0
4794,2012-04-01,,2.0,152502,,1984-06-01,C,1.0,A,313203,797552,28.0,A,C,15000.0
4795,2012-06-01,,2.0,146895,,2056-06-01,C,1.0,A,313101,799717,55.0,B,C,15000.0
4796,2012-06-01,,2.0,125400,,1988-06-10,C,1.0,A,313107,799810,24.0,B,B,15000.0
4797,2012-06-01,,2.0,139140,,1981-06-01,C,1.0,A,313101,799859,31.0,B,B,15000.0
4798,2012-06-01,,2.0,158889,,1967-06-01,C,1.0,A,313107,799864,45.0,B,B,15000.0
4799,2012-06-01,,2.0,168591,,2054-06-01,C,1.0,A,313113,800767,58.0,B,C,13000.0
4800,2012-06-01,,2.0,162570,,1972-01-01,C,0.0,A,313118,801064,40.0,B,C,15000.0
4801,2012-07-01,,0.0,158550,,2063-06-01,B,1.0,A,313101,801425,49.0,B,C,16000.0
4802,2012-08-01,,2.0,144570,,1970-01-01,C,1.0,A,313101,804686,42.0,B,C,16000.0
4803,2012-08-01,,2.0,165975,,1989-06-14,C,1.0,A,313101,805943,23.0,A,B,12000.0
4804,2012-11-01,,2.0,148893,,1990-04-02,E,1.0,A,313203,807324,22.0,B,C,14500.0
4805,2012-11-01,,2.0,142875,,1987-06-01,C,1.0,A,313307,807335,25.0,A,C,15000.0
4806,2012-11-01,,2.0,153996,,2061-06-01,C,1.0,A,313306,807351,51.0,B,C,16000.0
4807,2012-11-01,,2.0,93753,,1992-06-02,C,1.0,A,313113,807366,20.0,A,C,15000.0
4808,2012-11-01,,2.0,129063,,1972-06-01,C,1.0,A,313306,808140,40.0,B,C,16000.0
4809,2012-12-01,,2.0,144768,,1988-06-01,C,1.0,A,313307,809756,24.0,B,B,15000.0
4810,2012-12-01,,2.0,155460,,1976-06-01,C,1.0,A,313101,809779,36.0,B,C,15000.0
4811,2012-12-01,,2.0,164034,,2058-06-01,C,1.0,A,313307,809796,54.0,B,C,15000.0
4812,2012-01-15,,2.0,128628,,1987-01-01,C,1.0,A,313113,813335,25.0,B,C,14000.0
4813,2012-01-18,,2.0,107745,,1971-06-13,C,1.0,A,313113,816189,41.0,B,C,15000.0
4814,2012-01-18,,2.0,135300,,1990-08-14,C,1.0,A,313111,816191,21.0,A,C,15000.0
4815,2012-01-18,,2.0,139491,,1969-06-01,C,1.0,A,313113,816192,43.0,B,C,15000.0
4816,2012-01-18,,2.0,144036,,2061-06-01,C,1.0,A,313111,816196,51.0,B,C,15000.0
4817,2012-01-20,,2.0,103734,,1982-01-18,C,1.0,A,313310,820124,30.0,B,C,14500.0
4818,2012-01-20,15.0,2.0,152502,30.0,2063-06-01,C,1.0,A,313101,820126,49.0,B,A,42150.0
4819,2012-01-20,14.0,2.0,183939,14.0,1969-01-01,A,1.0,A,313101,820128,43.0,B,D,50660.0
4820,2012-01-20,,2.0,121770,,1970-06-01,C,1.0,A,313306,820152,42.0,B,C,15000.0
4821,2012-01-21,,2.0,142875,,1979-04-15,C,1.0,A,313101,821596,33.0,B,C,16000.0
4822,2012-01-22,,2.0,153996,,1978-06-01,C,1.0,A,313304,823306,34.0,A,C,15000.0
4823,2012-01-22,,2.0,131439,,1971-01-01,C,1.0,A,313307,823566,41.0,B,C,15000.0
4824,2012-01-22,,1.0,142734,,1969-04-01,E,1.0,A,313306,823583,43.0,B,C,12000.0
4825,2012-01-22,,2.0,118374,,1969-04-01,C,1.0,A,313103,823868,43.0,B,C,14500.0
4826,2012-01-22,,2.0,137895,,1967-06-01,C,1.0,A,313101,824414,45.0,B,C,14500.0
4827,2012-01-25,,2.0,140379,,1980-06-01,C,1.0,A,313251,826682,32.0,B,C,15000.0
4828,2012-01-25,,2.0,90534,,1988-11-01,C,1.0,A,313112,826684,23.0,A,C,15000.0
4829,2012-01-25,,2.0,134574,,1988-12-05,C,1.0,A,313101,826905,23.0,A,C,11500.0
4830,2012-01-27,,2.0,142845,,1973-01-01,C,1.0,A,313310,828766,39.0,B,C,15000.0
4831,2012-01-27,,2.0,148893,,1973-01-01,C,1.0,A,313101,828789,39.0,B,C,15000.0
4832,2012-01-27,,2.0,121518,,1981-06-01,C,1.0,A,313103,828794,31.0,B,C,15000.0
4833,2012-01-29,,2.0,123183,,1971-06-01,C,1.0,A,315508,832120,41.0,B,C,15000.0
4834,2012-01-29,,2.0,142845,,1986-01-01,C,1.0,A,313310,832499,26.0,B,C,14000.0
4835,2012-01-29,,2.0,142845,,1977-04-01,C,1.0,A,313306,832637,35.0,B,C,15000.0
4836,2012-01-30,,2.0,84342,,1991-08-05,C,0.0,A,313101,833839,20.0,A,C,13000.0
4837,2012-01-30,,2.0,112041,,1969-06-01,C,1.0,A,313317,834571,43.0,B,C,15000.0
4838,2012-01-30,,2.0,129282,,1983-01-01,C,1.0,A,313202,835458,29.0,B,C,15000.0
4839,2012-01-30,,2.0,149277,,1982-09-09,C,1.0,A,313203,835460,29.0,B,C,14000.0
4840,2012-01-30,,2.0,154161,,1979-04-06,C,1.0,A,313101,839765,32.0,B,B,14000.0
4841,2012-01-30,,2.0,169398,,1981-04-01,C,1.0,A,313109,839796,31.0,B,C,14500.0
4842,2012-01-30,,2.0,118254,,1972-06-01,C,1.0,A,313206,839847,40.0,B,C,15000.0
4843,2012-01-30,,2.0,110127,,1988-10-20,C,1.0,A,313101,839928,23.0,A,C,14000.0
4844,2012-01-30,,2.0,169974,,1982-06-01,C,0.0,A,313107,840376,30.0,B,C,15000.0
4845,2012-03-02,,1.0,129096,,1986-06-01,E,1.0,A,315315,842280,26.0,A,C,12000.0
4846,2012-05-02,,2.0,150768,,1976-06-01,C,1.0,A,313306,844654,36.0,B,C,15000.0
4847,2012-05-02,,2.0,142875,,2064-06-01,C,1.0,A,313101,844675,48.0,B,C,15000.0
4848,2012-05-02,,2.0,130914,,1989-06-01,C,1.0,A,315301,844677,23.0,A,C,13000.0
4849,2012-05-02,,2.0,143730,,2060-01-01,C,1.0,A,313109,844711,52.0,B,C,14000.0
4850,2012-08-02,,2.0,129381,,2057-01-01,C,1.0,A,313101,847492,55.0,B,C,15500.0
4851,2012-08-02,,2.0,117645,,1987-02-23,C,1.0,A,313109,847504,25.0,A,C,15000.0
4852,2012-08-02,,2.0,153120,,1984-01-01,C,1.0,A,313112,847506,28.0,B,B,14000.0
4853,2012-10-02,,2.0,135951,,2061-01-01,C,1.0,A,313103,850344,51.0,B,C,14000.0
4854,2012-10-02,,2.0,109941,,1988-05-16,C,1.0,A,313103,850404,24.0,B,B,15000.0
4855,2012-11-02,,2.0,127449,,2058-01-01,C,1.0,A,313109,851853,54.0,B,C,14000.0
4856,2012-11-02,,2.0,92913,,1973-01-01,C,1.0,A,313107,851855,39.0,B,C,14500.0
4857,2012-11-02,,2.0,114657,,1985-06-01,C,1.0,A,313211,851856,27.0,B,C,14000.0
4858,2012-12-02,,2.0,150300,,2064-06-01,C,1.0,A,313304,853295,48.0,B,B,15000.0
4859,2012-02-13,,2.0,143730,,1972-06-01,C,1.0,A,313208,855416,40.0,B,C,150000.0
4860,2012-02-13,,2.0,139140,,1991-06-20,C,1.0,A,313109,855421,21.0,A,C,10000.0
4861,2012-02-15,,2.0,143730,,1985-01-15,C,1.0,A,313306,856665,27.0,B,C,14000.0
4862,2012-02-15,,2.0,142209,,1991-08-08,C,1.0,A,313112,856666,21.0,A,C,10000.0
4863,2012-02-15,,2.0,123507,,1966-01-01,C,1.0,A,313107,856767,46.0,B,C,15000.0
4864,2012-02-17,,2.0,163905,,1976-06-01,C,1.0,A,313101,859120,36.0,B,C,15000.0
4865,2012-02-17,,2.0,146619,,1992-02-28,C,1.0,A,313109,859322,20.0,A,C,15000.0
4866,2012-02-19,,2.0,129282,,1987-04-06,C,1.0,A,313113,861158,25.0,A,C,14000.0
4867,2012-02-19,,2.0,134787,,2065-06-01,C,1.0,A,313101,862456,47.0,B,C,14000.0
4868,2012-02-19,,2.0,144768,,1981-02-17,C,1.0,A,313306,862933,31.0,B,C,15000.0
4869,2012-02-22,,2.0,145461,,2061-01-01,C,0.0,A,313108,865806,51.0,B,C,14000.0
4870,2012-02-22,,2.0,180825,,1982-01-22,C,1.0,A,313101,865809,30.0,B,C,14000.0
4871,2012-02-23,,1.0,122949,,1984-07-25,C,1.0,A,313103,866449,28.0,A,C,15000.0
4872,2012-02-23,,2.0,131544,,1988-06-01,C,0.0,A,313112,867062,24.0,B,C,14500.0
4873,2012-02-26,,2.0,155382,,1987-04-05,C,1.0,A,313118,872115,25.0,B,B,15000.0
4874,2012-02-26,,2.0,98043,,1986-07-01,C,1.0,A,313211,872179,26.0,B,C,14000.0
4875,2012-02-26,,2.0,131544,,1990-01-01,C,1.0,A,313310,872456,22.0,A,C,16000.0
4876,2012-02-29,,2.0,134583,,2058-01-01,C,1.0,A,313203,875837,54.0,B,C,15000.0
4877,2012-02-29,,2.0,129063,,1985-05-05,C,1.0,A,313310,877523,27.0,B,C,14500.0
4878,2012-02-29,,2.0,173016,,1975-06-01,C,1.0,A,313203,878081,37.0,B,C,15000.0
4879,2012-02-29,,1.0,169326,,1978-03-02,E,1.0,A,313203,878087,34.0,B,C,15000.0
4880,2012-02-29,,2.0,114657,,2064-06-01,C,1.0,A,313310,878104,48.0,B,C,15000.0
4881,2012-02-29,,1.0,142827,,1986-01-27,C,1.0,A,313203,878158,26.0,A,C,14200.0
4882,2012-02-29,,2.0,130890,,1988-01-01,C,1.0,A,313203,879173,24.0,A,C,11000.0
4883,2012-02-29,,2.0,150300,,1977-02-17,C,1.0,A,313307,879200,35.0,B,C,14000.0
4884,2012-02-29,,2.0,165777,,1985-01-01,C,1.0,A,313113,879510,27.0,B,C,15000.0
4885,2012-02-29,,2.0,123114,,1989-06-01,C,1.0,A,313203,880338,23.0,A,C,15000.0
4886,2012-05-03,,2.0,139491,,1971-06-01,C,1.0,A,313310,885029,41.0,B,C,14000.0
4887,2012-05-03,,2.0,127449,,1968-06-23,C,1.0,A,313109,885155,44.0,B,C,14000.0
4888,2012-11-03,,2.0,125265,,1970-06-01,C,1.0,A,313112,891992,41.0,B,C,14000.0
4889,2012-11-03,,2.0,125520,,2060-06-01,C,1.0,A,313107,892009,52.0,B,C,14000.0
4890,2012-11-03,,2.0,118485,,1991-12-05,C,1.0,A,313109,892122,20.0,A,C,15000.0
4891,2012-11-03,,2.0,155001,,1983-06-01,C,1.0,A,313106,892205,29.0,B,C,14000.0
4892,2012-11-03,,2.0,143730,,1991-01-01,C,1.0,A,313307,892212,21.0,A,C,11000.0
4893,2012-11-03,,2.0,109941,,2060-01-01,C,1.0,A,313223,892236,52.0,B,C,14000.0
4894,2012-03-16,,2.0,109941,,2062-06-01,C,1.0,A,313112,898152,50.0,B,C,14000.0
4895,2012-03-18,,2.0,93753,,1985-12-18,C,1.0,A,313202,902019,26.0,A,C,14000.0
4896,2012-03-19,,2.0,155244,,1984-10-08,C,1.0,A,313101,905143,27.0,B,C,14000.0
4897,2012-03-19,,2.0,131439,,2057-06-01,C,1.0,A,313112,905278,55.0,B,C,14000.0
4898,2012-03-19,,2.0,133425,,1972-06-01,C,0.0,A,313101,905510,40.0,B,C,12000.0
4899,2012-03-21,,2.0,143730,,1969-01-01,C,1.0,A,313108,905977,43.0,B,C,14000.0
4900,2012-03-21,,2.0,121125,,1977-01-01,C,1.0,A,313101,905987,35.0,B,C,15000.0
4901,2012-03-21,,2.0,151893,,1969-01-01,B,1.0,A,313306,906050,43.0,B,C,15000.0
4902,2012-03-25,,2.0,136851,,1989-01-01,C,1.0,A,313101,909872,23.0,A,C,12000.0
4903,2012-03-25,,2.0,163041,,2060-06-01,C,1.0,A,313101,909957,52.0,B,C,15000.0
4904,2012-03-25,,2.0,96585,,1988-01-01,C,1.0,A,313109,909960,24.0,B,C,14000.0
4905,2012-03-26,,2.0,144036,,1991-09-14,C,1.0,A,313112,910175,21.0,A,A,11000.0
4906,2012-03-26,,2.0,142875,,1966-01-01,C,1.0,A,313113,910181,46.0,B,C,13500.0
4907,2012-03-26,,2.0,144768,,1986-01-01,C,1.0,A,313107,910183,26.0,A,C,14000.0
4908,2012-03-26,,2.0,152568,,1977-02-24,C,1.0,A,313101,910203,35.0,B,C,14500.0
4909,2012-03-28,,2.0,143730,,1970-06-01,C,1.0,A,313101,915037,42.0,B,C,15000.0
4910,2012-03-29,,2.0,151125,,1974-06-01,C,1.0,A,313101,915325,38.0,B,C,14000.0
4911,2012-03-29,,2.0,142407,,1969-06-01,C,1.0,A,313203,915667,43.0,B,C,14000.0
4912,2012-03-29,,2.0,133566,,1993-01-09,C,1.0,A,313202,915917,19.0,A,C,15000.0
4913,2012-03-30,,2.0,121770,,1984-02-28,C,1.0,A,313101,919382,28.0,A,A,14000.0
4914,2012-03-31,,2.0,118260,,1974-06-01,C,1.0,A,313113,919771,38.0,B,C,15000.0
4915,2012-03-31,,2.0,129900,,1972-06-01,B,1.0,A,313101,919784,40.0,B,C,20000.0
4916,2012-03-31,5.0,1.0,135282,5.0,1984-09-12,A,0.0,A,313206,922138,28.0,A,C,22000.0
4917,2012-03-31,25.0,2.0,168591,25.0,2055-06-01,A,1.0,A,313309,922176,57.0,B,A,43984.0
4918,2012-03-31,,2.0,126738,,2057-06-01,C,1.0,A,313101,922316,55.0,B,C,15000.0
4919,2012-03-31,,2.0,118338,,2062-01-01,C,1.0,A,313306,922344,50.0,B,C,14000.0
4920,2012-03-31,,2.0,143238,,1980-06-01,C,0.0,A,313305,922380,32.0,B,C,14000.0
4921,2012-03-31,,1.0,171750,,1993-01-09,C,1.0,A,313203,923458,19.0,A,C,14000.0
4922,2012-03-31,,2.0,129096,,1985-06-09,C,1.0,A,313202,923480,26.0,A,C,14000.0
4923,2012-03-31,,2.0,134190,,1984-05-17,B,1.0,A,313203,923487,28.0,B,C,15000.0
4924,2012-03-31,,2.0,136554,,1991-03-25,C,1.0,A,313113,923979,21.0,B,C,14000.0
4925,2012-03-31,,2.0,112041,,1988-02-17,C,1.0,A,313203,924193,24.0,A,C,14000.0
4926,2012-03-31,,2.0,133425,,1974-06-01,C,1.0,A,313101,924267,38.0,B,B,14000.0
4927,2012-03-31,,0.0,143730,,1978-01-01,B,1.0,A,313103,924428,34.0,B,C,19000.0
4928,2012-03-31,,2.0,128628,,2065-06-01,C,1.0,A,313101,924600,47.0,B,C,15000.0
4929,2012-03-31,,2.0,136554,,1980-06-01,C,1.0,A,313108,925164,32.0,B,C,14000.0
4930,2012-07-04,,2.0,148722,,1979-01-01,C,1.0,A,313203,930349,33.0,B,C,15000.0
4931,2012-07-04,,2.0,140580,,2065-06-01,B,1.0,A,313203,930352,47.0,B,C,15000.0
4932,2012-07-04,,2.0,151164,,1989-01-01,C,1.0,A,313101,930355,23.0,A,B,12000.0
4933,2012-07-04,,2.0,142734,,1986-01-01,C,1.0,A,313106,930357,26.0,B,C,15000.0
4934,2012-12-04,,2.0,95667,,1984-06-01,C,1.0,A,313107,936696,28.0,B,B,14000.0
4935,2012-12-04,,2.0,123114,,2063-06-01,C,1.0,A,313101,936789,49.0,B,C,15000.0
4936,2012-04-13,,2.0,135315,,2064-06-01,C,1.0,A,313101,937538,48.0,B,C,14000.0
4937,2012-04-13,,2.0,167355,,2065-06-01,C,1.0,A,313101,937675,47.0,B,C,15000.0
4938,2012-04-13,,2.0,103377,,1988-04-07,C,1.0,A,313109,937782,24.0,A,B,14000.0
4939,2012-04-13,,2.0,144036,,1981-06-01,C,1.0,A,313101,937784,31.0,B,C,15000.0
4940,2012-04-13,,2.0,159993,,1989-01-01,C,1.0,A,313109,937785,23.0,A,C,12000.0
4941,2012-04-13,,2.0,173919,,1968-06-01,E,0.0,A,313107,937837,44.0,B,C,14000.0
4942,2012-04-13,,2.0,134574,,1977-01-01,C,1.0,A,313109,937838,35.0,B,C,14000.0
4943,2012-04-14,,2.0,186228,,1973-01-01,C,1.0,A,313101,939638,39.0,B,C,14000.0
4944,2012-04-14,,1.0,125400,,1991-01-09,B,1.0,A,313253,939997,21.0,A,C,14000.0
4945,2012-04-14,,2.0,142875,,2060-01-01,C,1.0,A,313310,940181,52.0,B,B,14000.0
4946,2012-04-14,,2.0,142875,,1990-04-23,C,1.0,A,313101,940191,22.0,A,C,15000.0
4947,2012-04-19,,2.0,147237,,2065-06-01,C,1.0,A,313101,944938,47.0,B,C,15000.0
4948,2012-04-19,,2.0,148656,,1990-10-02,C,1.0,A,313101,944958,21.0,B,C,14000.0
4949,2012-04-19,,2.0,152187,,1991-09-28,C,1.0,A,313113,944972,21.0,A,C,12000.0
4950,2012-04-19,,2.0,147237,,1985-11-24,C,1.0,A,313108,944988,26.0,B,C,14000.0
4951,2012-04-20,,2.0,142875,,1971-01-01,C,1.0,A,313103,947106,41.0,B,C,15000.0
4952,2012-04-20,,2.0,173709,,1985-01-01,C,1.0,A,313101,947827,27.0,B,B,15000.0
4953,2012-04-25,,2.0,113838,,2054-06-01,C,1.0,A,313101,955933,58.0,B,C,14000.0
4954,2012-04-25,,2.0,142875,,1987-06-01,B,1.0,A,313106,956070,25.0,A,C,15000.0
4955,2012-04-25,,2.0,110598,,1987-06-01,E,1.0,A,313304,956142,25.0,A,C,14000.0
4956,2012-04-27,,2.0,143508,,1990-06-02,E,1.0,A,313101,958534,22.0,A,C,15000.0
4957,2012-04-27,,2.0,118338,,1971-01-01,C,1.0,A,313101,958536,41.0,B,C,14000.0
4958,2012-04-27,,2.0,147237,,1982-12-03,B,1.0,A,313310,958539,29.0,A,C,20000.0
4959,2012-04-27,,2.0,144570,,1986-06-01,C,1.0,A,313310,958597,26.0,B,C,14000.0
4960,2012-04-27,,2.0,129063,,1989-01-01,B,1.0,A,313306,958598,23.0,B,C,15000.0
4961,2012-04-27,,2.0,169398,,1984-01-01,C,1.0,A,313101,958623,28.0,B,C,14000.0
4962,2012-04-27,,2.0,154161,,1982-07-15,E,1.0,A,313203,959116,30.0,B,C,16000.0
